Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
sym_mig	Round_3_Replicate_31	-465.19	938.38	579.44	299.2	0.5276,0.4333,0.1819,1.8199
sym_mig	Round_3_Replicate_32	-461.38	930.76	514.14	165.12	0.9156,0.6861,0.1212,5.6559
sym_mig	Round_3_Replicate_33	-490.75	989.5	727.02	285.44	0.6172,0.5231,0.1214,1.3007
sym_mig	Round_3_Replicate_34	-474.13	956.26	588.44	254.18	0.6758,0.5223,0.1525,2.0904
sym_mig	Round_3_Replicate_35	-467.78	943.56	591.14	235.12	0.6969,0.5477,0.1412,2.6086
sym_mig	Round_3_Replicate_36	-469.25	946.5	645.5	322.79	0.4857,0.4241,0.1697,1.4126
sym_mig	Round_3_Replicate_37	-481.78	971.56	686.45	294.48	0.6226,0.4462,0.1436,1.4269
sym_mig	Round_3_Replicate_38	-469.1	946.2	570.27	235.36	0.6874,0.5667,0.1462,2.548
sym_mig	Round_3_Replicate_39	-459.95	927.9	479.68	187.39	0.7444,0.5953,0.1511,5.7931
sym_mig	Round_3_Replicate_40	-461.02	930.04	535.25	144.83	1.0176,0.8385,0.0996,6.1463
sym_mig	Round_3_Replicate_41	-469.17	946.34	578.01	256.63	0.6392,0.5149,0.1566,2.2023
sym_mig	Round_3_Replicate_42	-465.61	939.22	552.98	247.23	0.6148,0.5371,0.1599,2.5799
sym_mig	Round_3_Replicate_43	-501.71	1011.42	824.43	164.88	1.0122,0.9703,0.0702,3.191
sym_mig	Round_3_Replicate_44	-459.47	926.94	478.65	439.33	0.3109,0.2578,0.3534,1.486
sym_mig	Round_3_Replicate_45	-464.56	937.12	468.61	358.32	0.4015,0.2847,0.3127,2.7781
sym_mig	Round_3_Replicate_46	-492.97	993.94	655.48	220.4	0.8614,0.6225,0.1205,2.2075
sym_mig	Round_3_Replicate_47	-466.44	940.88	539.72	205.89	0.7387,0.5023,0.1525,4.771
sym_mig	Round_3_Replicate_48	-459.74	927.48	484.96	234.36	0.597,0.484,0.1853,4.1682
sym_mig	Round_3_Replicate_49	-522.68	1053.36	795.08	251.25	0.7269,0.6586,0.0964,1.3537
sym_mig	Round_3_Replicate_50	-469.4	946.8	602.96	260.18	0.6474,0.4883,0.1529,2.1765
