Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
sym_mig	Round_2_Replicate_1	-846.0	1700.0	1890.06	152.62	1.4808,1.6718,0.0126,1.7329
sym_mig	Round_2_Replicate_2	-534.55	1077.1	737.25	268.46	0.6674,0.6829,0.1017,1.3259
sym_mig	Round_2_Replicate_3	-702.51	1413.02	1246.56	210.38	1.6184,0.6306,0.062,1.3648
sym_mig	Round_2_Replicate_4	-462.02	932.04	378.4	377.08	0.3889,0.261,0.3612,7.7401
sym_mig	Round_2_Replicate_5	-856.07	1720.14	2300.16	139.83	0.5407,1.7108,0.0439,4.5594
sym_mig	Round_2_Replicate_6	-878.71	1765.42	1832.64	315.13	1.3042,0.2189,0.1051,0.6837
sym_mig	Round_2_Replicate_7	-964.98	1937.96	2673.45	214.45	1.6204,0.8559,0.0469,0.8689
sym_mig	Round_2_Replicate_8	-846.68	1701.36	1906.97	206.55	1.2512,1.0103,0.087,1.1382
sym_mig	Round_2_Replicate_9	-754.32	1516.64	1951.87	93.79	3.5281,0.7815,0.0297,6.523
sym_mig	Round_2_Replicate_10	-595.97	1199.94	818.33	302.81	0.9069,0.4049,0.1464,0.9265
sym_mig	Round_2_Replicate_11	-997.82	2003.64	3204.39	167.4	1.5034,1.0567,0.2084,2.2511
sym_mig	Round_2_Replicate_12	-482.86	973.72	614.55	158.49	1.3219,0.7814,0.0829,4.2195
sym_mig	Round_2_Replicate_13	-1044.13	2096.26	3109.54	199.16	1.1845,1.3855,0.0133,0.8892
sym_mig	Round_2_Replicate_14	-503.04	1014.08	605.79	132.91	1.0841,1.2748,0.0748,5.4729
sym_mig	Round_2_Replicate_15	-455.77	919.54	399.69	214.74	0.6708,0.5011,0.1799,6.8818
sym_mig	Round_2_Replicate_16	-812.45	1632.9	1727.93	194.18	1.3318,0.997,0.1165,1.4482
sym_mig	Round_2_Replicate_17	-510.48	1028.96	558.12	140.66	0.8095,1.0855,0.1018,7.6813
sym_mig	Round_2_Replicate_18	-591.35	1190.7	863.5	280.43	0.9242,0.5375,0.064,0.8951
sym_mig	Round_2_Replicate_19	-650.65	1309.3	1533.08	280.42	1.0261,0.4322,0.0298,1.0309
sym_mig	Round_2_Replicate_20	-830.42	1668.84	2814.01	155.33	1.6958,0.3914,0.0396,4.7288
sym_mig	Round_2_Replicate_21	-3175.0	6358.0	566799.02	203.68	1.6389,1.7955,0.2372,0.462
sym_mig	Round_2_Replicate_22	-845.69	1699.38	1810.44	224.42	1.0319,1.0626,0.0116,0.8572
sym_mig	Round_2_Replicate_23	-1053.82	2115.64	2682.5	280.59	1.9625,0.3398,0.0634,0.4628
sym_mig	Round_2_Replicate_24	-576.7	1161.4	848.18	187.26	1.1412,0.3672,0.1313,5.7854
sym_mig	Round_2_Replicate_25	-624.54	1257.08	877.34	284.29	0.5548,0.7761,0.0846,0.9008
sym_mig	Round_2_Replicate_26	-455.25	918.5	443.87	223.06	0.7286,0.544,0.1555,3.9318
sym_mig	Round_2_Replicate_27	-469.2	946.4	432.52	348.8	0.4865,0.2757,0.298,3.1067
sym_mig	Round_2_Replicate_28	-521.34	1050.68	627.52	189.95	1.0077,0.4056,0.1494,6.781
sym_mig	Round_2_Replicate_29	-840.07	1688.14	1512.4	249.77	0.5874,1.1337,0.058,0.7829
sym_mig	Round_2_Replicate_30	-938.39	1884.78	2575.46	217.43	1.0544,1.0076,0.1546,1.0968
sym_mig	Round_3_Replicate_1	-455.12	918.24	451.44	144.56	1.1262,0.816,0.1,6.9338
sym_mig	Round_3_Replicate_2	-459.48	926.96	379.56	210.06	0.6984,0.4834,0.1946,9.787
sym_mig	Round_3_Replicate_3	-454.3	916.6	427.92	151.23	1.0328,0.7841,0.1109,7.0563
sym_mig	Round_3_Replicate_4	-456.25	920.5	385.12	306.8	0.4621,0.361,0.2661,4.4781
sym_mig	Round_3_Replicate_5	-455.57	919.14	431.44	98.29	1.4796,1.157,0.0741,13.4589
sym_mig	Round_3_Replicate_6	-470.49	948.98	475.33	162.18	1.1827,0.7397,0.1118,4.8891
sym_mig	Round_3_Replicate_7	-456.83	921.66	484.85	217.07	0.7504,0.5621,0.1385,3.9093
sym_mig	Round_3_Replicate_8	-467.65	943.3	434.97	129.29	1.0598,1.0463,0.0983,8.501
sym_mig	Round_3_Replicate_9	-459.06	926.12	405.27	125.28	1.165,0.7973,0.1084,15.3641
sym_mig	Round_3_Replicate_10	-460.37	928.74	527.77	192.26	0.8766,0.6323,0.1135,4.3224
sym_mig	Round_3_Replicate_11	-457.93	923.86	458.46	342.21	0.4795,0.3803,0.2255,1.7648
sym_mig	Round_3_Replicate_12	-455.87	919.74	467.66	177.48	0.9219,0.6803,0.1175,5.1621
sym_mig	Round_3_Replicate_13	-454.82	917.64	431.62	126.81	1.2278,0.8768,0.0948,9.4866
sym_mig	Round_3_Replicate_14	-458.9	925.8	414.62	235.52	0.6674,0.5402,0.1786,3.719
sym_mig	Round_3_Replicate_15	-455.69	919.38	395.77	147.83	0.9596,0.7563,0.1236,10.1239
sym_mig	Round_3_Replicate_16	-458.66	925.32	457.87	164.79	1.0441,0.7595,0.1107,5.1639
sym_mig	Round_3_Replicate_17	-454.2	916.4	411.69	351.8	0.4357,0.3296,0.2718,2.4582
sym_mig	Round_3_Replicate_18	-457.88	923.76	387.15	264.94	0.5219,0.394,0.237,7.6784
sym_mig	Round_3_Replicate_19	-460.8	929.6	374.86	375.29	0.3885,0.268,0.3574,6.1021
sym_mig	Round_3_Replicate_20	-458.07	924.14	380.07	273.5	0.5078,0.3818,0.2498,7.8718
sym_mig	Round_3_Replicate_21	-454.25	916.5	426.87	161.25	0.9687,0.7317,0.1187,6.5955
sym_mig	Round_3_Replicate_22	-464.14	936.28	505.98	166.38	1.1112,0.754,0.1014,4.5918
sym_mig	Round_3_Replicate_23	-460.5	929.0	454.91	183.2	0.832,0.7309,0.1248,4.815
sym_mig	Round_3_Replicate_24	-491.27	990.54	594.24	155.61	1.3797,0.8437,0.0859,4.0161
sym_mig	Round_3_Replicate_25	-455.52	919.04	391.55	350.2	0.4147,0.3119,0.2973,3.4666
sym_mig	Round_3_Replicate_26	-462.5	933.0	458.33	149.92	1.1715,0.7055,0.1098,6.9748
sym_mig	Round_3_Replicate_27	-460.26	928.52	514.53	157.66	1.1097,0.7786,0.0944,5.2982
sym_mig	Round_3_Replicate_28	-454.42	916.84	428.14	349.54	0.4574,0.3354,0.2561,2.1875
sym_mig	Round_3_Replicate_29	-457.58	923.16	442.17	194.84	0.8598,0.6406,0.1359,4.3754
sym_mig	Round_3_Replicate_30	-455.21	918.42	445.91	212.83	0.7348,0.5779,0.1479,4.3133
sym_mig	Round_3_Replicate_31	-459.9	927.8	445.58	163.98	0.9162,0.8068,0.1147,5.7505
sym_mig	Round_3_Replicate_32	-461.91	931.82	525.88	181.72	0.9418,0.7233,0.1046,4.1974
sym_mig	Round_3_Replicate_33	-463.27	934.54	497.54	113.99	1.6192,1.069,0.0714,7.4904
sym_mig	Round_3_Replicate_34	-456.72	921.44	388.34	282.48	0.5046,0.374,0.2477,5.7116
sym_mig	Round_3_Replicate_35	-457.05	922.1	433.66	283.8	0.5323,0.371,0.2195,4.1355
sym_mig	Round_3_Replicate_36	-455.13	918.26	440.78	130.91	1.248,0.9106,0.0925,7.7251
sym_mig	Round_3_Replicate_37	-468.26	944.52	449.65	129.85	1.0554,1.053,0.0951,8.1815
sym_mig	Round_3_Replicate_38	-499.03	1006.06	770.66	146.88	1.0103,1.0307,0.0639,5.1427
sym_mig	Round_3_Replicate_39	-545.86	1099.72	781.63	169.87	0.6888,1.0327,0.0887,4.484
sym_mig	Round_3_Replicate_40	-454.35	916.7	415.2	179.34	0.8299,0.6382,0.1389,6.6774
sym_mig	Round_3_Replicate_41	-456.63	921.26	472.94	192.66	0.8505,0.6473,0.1249,4.4511
sym_mig	Round_3_Replicate_42	-454.27	916.54	425.15	266.57	0.5904,0.4397,0.1973,3.4621
sym_mig	Round_3_Replicate_43	-541.2	1090.4	797.79	154.67	0.7234,1.0265,0.0815,5.8695
sym_mig	Round_3_Replicate_44	-454.14	916.28	422.98	259.71	0.5874,0.4477,0.1949,3.8403
sym_mig	Round_3_Replicate_45	-454.88	917.76	449.68	263.5	0.602,0.4578,0.182,3.233
sym_mig	Round_3_Replicate_46	-501.01	1010.02	670.92	191.91	0.7824,0.8745,0.0934,3.2733
sym_mig	Round_3_Replicate_47	-467.23	942.46	506.68	240.15	0.7714,0.5499,0.1448,2.615
sym_mig	Round_3_Replicate_48	-466.54	941.08	525.37	136.05	1.396,0.8906,0.0813,5.8808
sym_mig	Round_3_Replicate_49	-454.72	917.44	446.12	185.02	0.8436,0.6466,0.1296,5.3627
sym_mig	Round_3_Replicate_50	-457.65	923.3	441.29	217.82	0.7748,0.5056,0.1601,4.4494
