Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
sym_mig	Round_2_Replicate_11	-497.51	1003.02	693.56	369.03	0.322,0.27,0.2583,2.6128
sym_mig	Round_2_Replicate_12	-509.4	1026.8	565.11	369.95	0.5189,0.2876,0.2896,0.8916
sym_mig	Round_2_Replicate_13	-459.31	926.62	429.68	501.35	0.2751,0.2116,0.4544,0.8797
sym_mig	Round_2_Replicate_14	-513.85	1035.7	629.59	624.96	0.1258,0.1798,0.436,0.3183
sym_mig	Round_2_Replicate_15	-697.96	1403.92	1099.65	387.16	0.2879,0.4361,0.2491,0.325
sym_mig	Round_2_Replicate_16	-495.34	998.68	786.8	260.1	0.61,0.412,0.1412,2.498
sym_mig	Round_2_Replicate_17	-533.65	1075.3	995.56	423.51	0.3508,0.2193,0.2167,1.2794
sym_mig	Round_2_Replicate_18	-921.85	1851.7	1883.82	377.29	0.7634,0.1383,0.6102,1.1012
sym_mig	Round_2_Replicate_19	-985.43	1978.86	2685.08	253.54	1.2862,0.321,0.4076,1.2595
sym_mig	Round_2_Replicate_20	-503.64	1015.28	735.98	362.88	0.38,0.2423,0.2467,2.4701
sym_mig	Round_2_Replicate_21	-708.89	1425.78	1616.73	266.9	1.1071,0.4023,0.024,0.8151
sym_mig	Round_2_Replicate_22	-578.64	1165.28	1200.8	508.03	0.2779,0.1614,0.2551,1.0235
sym_mig	Round_2_Replicate_23	-746.33	1500.66	1219.42	301.83	0.3403,0.7839,0.0642,0.5596
sym_mig	Round_2_Replicate_24	-1066.52	2141.04	4462.57	210.88	1.1338,0.8147,0.2776,1.1076
sym_mig	Round_2_Replicate_25	-594.88	1197.76	889.45	328.0	0.7553,0.2968,0.1543,0.7352
sym_mig	Round_2_Replicate_26	-494.76	997.52	872.24	516.78	0.2525,0.1964,0.1321,0.406
sym_mig	Round_2_Replicate_27	-476.77	961.54	518.95	341.97	0.4911,0.3449,0.2507,1.2826
sym_mig	Round_2_Replicate_28	-1416.51	2841.02	6914.51	287.42	0.2384,0.8782,0.7159,1.5829
sym_mig	Round_2_Replicate_29	-537.56	1083.12	637.39	365.8	0.5468,0.3123,0.1943,0.5485
sym_mig	Round_2_Replicate_30	-556.18	1120.36	664.1	344.09	0.5728,0.3529,0.2715,0.7392
sym_mig	Round_3_Replicate_1	-429.35	866.7	325.68	600.89	0.1756,0.1412,0.4819,0.2528
sym_mig	Round_3_Replicate_2	-464.58	937.16	377.21	736.1	0.1513,0.12,0.8992,0.5076
sym_mig	Round_3_Replicate_3	-451.03	910.06	311.82	744.07	0.0945,0.0803,1.0414,0.1462
sym_mig	Round_3_Replicate_4	-467.94	943.88	374.55	785.51	0.1304,0.1037,1.033,0.3912
sym_mig	Round_3_Replicate_5	-426.8	861.6	325.58	626.7	0.1544,0.1297,0.4976,0.2282
sym_mig	Round_3_Replicate_6	-426.52	861.04	339.86	586.94	0.1808,0.151,0.4053,0.2607
sym_mig	Round_3_Replicate_7	-438.56	885.12	367.09	596.85	0.1949,0.151,0.5164,0.3377
sym_mig	Round_3_Replicate_8	-459.72	927.44	347.01	726.25	0.1371,0.1088,0.9572,0.3009
sym_mig	Round_3_Replicate_9	-443.78	895.56	314.4	715.21	0.1134,0.0954,0.876,0.1842
sym_mig	Round_3_Replicate_10	-421.58	851.16	318.85	619.4	0.1469,0.1242,0.3793,0.1904
sym_mig	Round_3_Replicate_11	-454.5	917.0	400.52	598.83	0.2029,0.166,0.5859,0.5518
sym_mig	Round_3_Replicate_12	-443.61	895.22	357.97	560.99	0.212,0.1786,0.4992,0.3762
sym_mig	Round_3_Replicate_13	-425.32	858.64	332.92	604.1	0.1665,0.1413,0.4277,0.2407
sym_mig	Round_3_Replicate_14	-465.55	939.1	413.77	972.83	0.1178,0.0923,1.0769,1.0186
sym_mig	Round_3_Replicate_15	-429.73	867.46	345.89	595.56	0.1825,0.1475,0.456,0.2776
sym_mig	Round_3_Replicate_16	-436.97	881.94	391.75	531.55	0.2384,0.1875,0.3526,0.3661
sym_mig	Round_3_Replicate_17	-462.29	932.58	377.22	687.47	0.1667,0.1356,0.8029,0.5468
sym_mig	Round_3_Replicate_18	-458.35	924.7	394.69	633.97	0.1853,0.1547,0.6648,0.5787
sym_mig	Round_3_Replicate_19	-428.12	864.24	314.8	611.57	0.1622,0.1367,0.4993,0.2333
sym_mig	Round_3_Replicate_20	-438.85	885.7	352.47	612.58	0.1814,0.1462,0.5677,0.3227
sym_mig	Round_3_Replicate_21	-458.27	924.54	347.28	715.31	0.1342,0.118,0.9091,0.3084
sym_mig	Round_3_Replicate_22	-433.04	874.08	367.83	540.96	0.2152,0.1867,0.3486,0.324
sym_mig	Round_3_Replicate_23	-439.17	886.34	365.97	631.82	0.1695,0.1393,0.5767,0.3159
sym_mig	Round_3_Replicate_24	-452.87	913.74	385.99	642.47	0.1787,0.1442,0.6633,0.4435
sym_mig	Round_3_Replicate_25	-473.19	954.38	357.6	797.16	0.1219,0.0947,1.1883,0.3113
sym_mig	Round_3_Replicate_26	-437.7	883.4	363.64	603.78	0.1825,0.1543,0.5241,0.3336
sym_mig	Round_3_Replicate_27	-440.93	889.86	381.7	562.82	0.2136,0.1776,0.4619,0.3965
sym_mig	Round_3_Replicate_28	-445.65	899.3	320.48	683.68	0.1344,0.1161,0.8123,0.2409
sym_mig	Round_3_Replicate_29	-442.31	892.62	412.15	531.84	0.244,0.191,0.3864,0.429
sym_mig	Round_3_Replicate_30	-448.72	905.44	347.57	646.59	0.167,0.1378,0.7117,0.3425
sym_mig	Round_3_Replicate_31	-465.56	939.12	366.89	724.5	0.1547,0.1201,0.9204,0.4633
sym_mig	Round_3_Replicate_32	-461.07	930.14	362.35	709.08	0.1503,0.1238,0.8754,0.4017
sym_mig	Round_3_Replicate_33	-424.23	856.46	319.32	620.42	0.1544,0.1273,0.4505,0.2115
sym_mig	Round_3_Replicate_34	-440.1	888.2	318.52	662.75	0.1463,0.1154,0.7236,0.233
sym_mig	Round_3_Replicate_35	-427.95	863.9	304.82	673.72	0.1173,0.0962,0.5688,0.1544
sym_mig	Round_3_Replicate_36	-447.45	902.9	341.0	621.02	0.1772,0.1474,0.6652,0.3385
sym_mig	Round_3_Replicate_37	-431.3	870.6	339.73	628.66	0.1614,0.1333,0.5376,0.2592
sym_mig	Round_3_Replicate_38	-462.72	933.44	340.56	760.1	0.1153,0.098,1.0842,0.2463
sym_mig	Round_3_Replicate_39	-452.46	912.92	330.13	737.13	0.1151,0.0957,0.9745,0.2114
sym_mig	Round_3_Replicate_40	-429.86	867.72	330.6	598.27	0.1781,0.1449,0.4801,0.264
sym_mig	Round_3_Replicate_41	-439.63	887.26	399.32	524.94	0.2389,0.2001,0.3601,0.4001
sym_mig	Round_3_Replicate_42	-465.3	938.6	367.91	716.71	0.1532,0.1278,0.892,0.4931
sym_mig	Round_3_Replicate_43	-469.72	947.44	366.83	791.87	0.1283,0.1042,1.0786,0.3938
sym_mig	Round_3_Replicate_44	-465.67	939.34	400.78	1082.75	0.1095,0.0808,1.2469,0.9865
sym_mig	Round_3_Replicate_45	-445.05	898.1	352.54	628.43	0.178,0.1413,0.6451,0.3424
sym_mig	Round_3_Replicate_46	-459.65	927.3	385.03	686.86	0.1687,0.1231,0.7837,0.4287
sym_mig	Round_3_Replicate_47	-467.51	943.02	375.61	778.43	0.1374,0.1088,0.9998,0.459
sym_mig	Round_3_Replicate_48	-430.8	869.6	346.62	576.23	0.1906,0.1631,0.4283,0.2948
sym_mig	Round_3_Replicate_49	-432.09	872.18	365.22	572.69	0.1987,0.1652,0.4171,0.3174
sym_mig	Round_3_Replicate_50	-422.61	853.22	330.0	581.15	0.1672,0.1465,0.2798,0.208
