Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
sym_mig	Round_2_Replicate_19	-811.85	1631.7	1851.81	543.18	0.1827,0.1056,0.3078,29.1171
sym_mig	Round_2_Replicate_20	-516.55	1041.1	608.9	514.09	0.269,0.1548,0.4214,28.066
sym_mig	Round_2_Replicate_21	-506.01	1020.02	428.61	446.38	0.305,0.2825,0.4888,2.1132
sym_mig	Round_2_Replicate_22	-471.19	950.38	458.46	309.53	0.445,0.4335,0.2276,2.4283
sym_mig	Round_2_Replicate_23	-553.63	1115.26	639.98	143.23	1.2468,0.5082,0.1355,14.5307
sym_mig	Round_2_Replicate_24	-512.54	1033.08	815.6	345.18	0.3741,0.4245,0.1546,1.6194
sym_mig	Round_2_Replicate_25	-881.06	1770.12	2183.27	699.03	0.1038,0.0983,0.3727,29.7926
sym_mig	Round_2_Replicate_26	-812.64	1633.28	1833.84	420.88	0.3709,0.1039,0.2669,4.8154
sym_mig	Round_2_Replicate_27	-630.12	1268.24	1265.0	471.75	0.1936,0.2645,0.2196,1.6037
sym_mig	Round_2_Replicate_28	-481.37	970.74	476.9	539.36	0.2377,0.1751,0.4675,27.3398
sym_mig	Round_2_Replicate_29	-514.15	1036.3	574.59	539.96	0.1748,0.22,0.4514,27.0336
sym_mig	Round_2_Replicate_30	-645.17	1298.34	808.85	590.75	0.2894,0.1821,0.8997,1.9233
sym_mig	Round_3_Replicate_1	-466.82	941.64	468.82	311.63	0.4931,0.3998,0.2165,2.2539
sym_mig	Round_3_Replicate_2	-468.47	944.94	420.79	476.81	0.2758,0.2271,0.417,2.3826
sym_mig	Round_3_Replicate_3	-469.46	946.92	411.3	277.13	0.4752,0.3827,0.2523,6.7589
sym_mig	Round_3_Replicate_4	-528.66	1065.32	621.67	324.7	0.6724,0.3888,0.1777,1.045
sym_mig	Round_3_Replicate_5	-465.73	939.46	443.14	392.6	0.3558,0.2998,0.3037,2.0373
sym_mig	Round_3_Replicate_6	-468.89	945.78	412.91	273.78	0.4919,0.3896,0.2453,5.9175
sym_mig	Round_3_Replicate_7	-467.0	942.0	417.15	375.68	0.3631,0.2997,0.3211,2.8631
sym_mig	Round_3_Replicate_8	-467.32	942.64	488.35	330.06	0.4407,0.3875,0.221,2.091
sym_mig	Round_3_Replicate_9	-469.02	946.04	402.3	505.5	0.2624,0.2191,0.4626,2.0371
sym_mig	Round_3_Replicate_10	-468.53	945.06	403.85	427.54	0.3157,0.2632,0.3844,2.5327
sym_mig	Round_3_Replicate_11	-469.94	947.88	407.66	445.51	0.292,0.2378,0.4125,3.993
sym_mig	Round_3_Replicate_12	-466.5	941.0	429.44	232.84	0.5806,0.4985,0.1902,5.1701
sym_mig	Round_3_Replicate_13	-466.48	940.96	458.43	354.08	0.4266,0.3543,0.2521,1.8334
sym_mig	Round_3_Replicate_14	-465.84	939.68	453.2	306.98	0.4628,0.3813,0.2311,2.9883
sym_mig	Round_3_Replicate_15	-469.39	946.78	416.56	295.89	0.4283,0.3732,0.264,5.7701
sym_mig	Round_3_Replicate_16	-468.28	944.56	434.52	364.9	0.3532,0.3182,0.3012,3.0275
sym_mig	Round_3_Replicate_17	-465.77	939.54	436.42	288.83	0.4863,0.4061,0.2274,3.4355
sym_mig	Round_3_Replicate_18	-477.33	962.66	459.06	327.52	0.506,0.3994,0.2381,1.7176
sym_mig	Round_3_Replicate_19	-470.22	948.44	463.54	307.83	0.5194,0.4171,0.2156,2.0811
sym_mig	Round_3_Replicate_20	-472.36	952.72	497.69	181.87	0.8951,0.6119,0.1254,5.1517
sym_mig	Round_3_Replicate_21	-465.61	939.22	446.43	284.33	0.5039,0.4168,0.2159,3.2632
sym_mig	Round_3_Replicate_22	-468.32	944.64	498.25	285.39	0.5331,0.4567,0.1839,2.4125
sym_mig	Round_3_Replicate_23	-467.0	942.0	416.58	374.16	0.3626,0.3037,0.3196,2.8508
sym_mig	Round_3_Replicate_24	-466.43	940.86	436.35	355.68	0.3896,0.3165,0.2865,2.8143
sym_mig	Round_3_Replicate_25	-465.62	939.24	450.31	270.33	0.5318,0.441,0.2027,3.4338
sym_mig	Round_3_Replicate_26	-473.71	955.42	388.98	494.27	0.2566,0.2259,0.4908,4.8643
sym_mig	Round_3_Replicate_27	-476.43	960.86	474.26	318.92	0.5406,0.3902,0.2228,1.8186
sym_mig	Round_3_Replicate_28	-468.93	945.86	443.0	315.65	0.4987,0.3768,0.2399,2.3756
sym_mig	Round_3_Replicate_29	-468.01	944.02	498.11	334.14	0.4693,0.383,0.2137,1.8017
sym_mig	Round_3_Replicate_30	-465.64	939.28	443.91	250.77	0.575,0.4755,0.1909,3.8351
sym_mig	Round_3_Replicate_31	-474.47	956.94	439.04	362.88	0.3252,0.3008,0.3218,6.52
sym_mig	Round_3_Replicate_32	-488.64	985.28	528.46	270.31	0.5811,0.5708,0.167,1.9624
sym_mig	Round_3_Replicate_33	-465.63	939.26	448.22	293.83	0.4926,0.4019,0.2218,3.0644
sym_mig	Round_3_Replicate_34	-466.59	941.18	428.46	321.16	0.424,0.352,0.2652,3.4934
sym_mig	Round_3_Replicate_35	-470.48	948.96	400.9	369.61	0.3691,0.288,0.3458,4.2446
sym_mig	Round_3_Replicate_36	-473.41	954.82	505.13	414.17	0.3844,0.2601,0.2868,1.5416
sym_mig	Round_3_Replicate_37	-466.94	941.88	421.97	459.88	0.2917,0.2465,0.3884,1.9294
sym_mig	Round_3_Replicate_38	-473.88	955.76	504.49	332.39	0.4812,0.4215,0.2046,1.5056
sym_mig	Round_3_Replicate_39	-465.58	939.16	471.89	393.83	0.3762,0.3123,0.2731,1.5558
sym_mig	Round_3_Replicate_40	-496.07	1000.14	560.79	306.92	0.6426,0.4147,0.1795,1.4651
sym_mig	Round_3_Replicate_41	-466.78	941.56	482.19	207.63	0.7103,0.6028,0.1414,4.2487
sym_mig	Round_3_Replicate_42	-477.28	962.56	581.5	308.02	0.5594,0.395,0.1712,1.896
sym_mig	Round_3_Replicate_43	-470.55	949.1	415.02	436.98	0.2911,0.2408,0.401,4.8631
sym_mig	Round_3_Replicate_44	-466.75	941.5	476.18	327.25	0.4679,0.3829,0.2228,2.0467
sym_mig	Round_3_Replicate_45	-470.4	948.8	404.49	470.72	0.2749,0.2244,0.4422,4.3364
sym_mig	Round_3_Replicate_46	-467.49	942.98	418.24	295.62	0.4478,0.3815,0.2545,4.4561
sym_mig	Round_3_Replicate_47	-465.9	939.8	438.35	410.38	0.3568,0.2814,0.3196,1.7645
sym_mig	Round_3_Replicate_48	-671.03	1350.06	965.1	329.22	0.7759,0.3493,0.2694,0.8278
sym_mig	Round_3_Replicate_49	-467.85	943.7	476.28	303.48	0.4991,0.3736,0.2173,2.8014
sym_mig	Round_3_Replicate_50	-517.93	1043.86	526.45	254.61	0.7733,0.4833,0.2029,2.3055
