Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
sym_mig	Round_2_Replicate_9	-823.7	1655.4	1459.45	276.86	1.2349,0.2954,0.244,1.0502
sym_mig	Round_2_Replicate_10	-888.94	1785.88	1648.94	280.41	0.3303,1.0071,0.0777,0.7005
sym_mig	Round_2_Replicate_11	-584.32	1176.64	675.18	298.78	0.7063,0.3303,0.3382,2.1557
sym_mig	Round_2_Replicate_12	-448.18	904.36	464.56	510.47	0.2713,0.2193,0.2059,0.3892
sym_mig	Round_2_Replicate_13	-469.48	946.96	435.35	722.29	0.2007,0.1255,0.7436,2.0583
sym_mig	Round_2_Replicate_14	-470.93	949.86	476.2	237.91	0.6361,0.5062,0.1941,3.5997
sym_mig	Round_2_Replicate_15	-496.25	1000.5	565.11	210.3	0.8674,0.6056,0.1492,2.9708
sym_mig	Round_2_Replicate_16	-497.48	1002.96	698.64	500.77	0.3324,0.1882,0.3096,0.7983
sym_mig	Round_2_Replicate_17	-613.24	1234.48	1722.24	377.74	0.4663,0.3144,0.0845,0.9877
sym_mig	Round_2_Replicate_18	-470.07	948.14	537.77	437.2	0.3556,0.2608,0.3095,1.1018
sym_mig	Round_2_Replicate_19	-710.24	1428.48	1075.73	367.04	0.7374,0.2119,0.3733,0.8826
sym_mig	Round_2_Replicate_20	-1411.08	2830.16	8981.0	159.79	1.617,1.39,0.2037,1.4649
sym_mig	Round_2_Replicate_21	-512.13	1032.26	601.21	422.25	0.4335,0.2715,0.06,0.3974
sym_mig	Round_2_Replicate_22	-473.0	954.0	431.1	372.43	0.4109,0.2584,0.3817,3.87
sym_mig	Round_2_Replicate_23	-571.3	1150.6	596.31	249.11	0.5667,0.5634,0.3091,3.7231
sym_mig	Round_2_Replicate_24	-724.03	1456.06	1294.44	208.07	0.362,0.9617,0.1373,3.4718
sym_mig	Round_2_Replicate_25	-519.52	1047.04	668.03	289.49	0.6882,0.4586,0.1676,1.3772
sym_mig	Round_2_Replicate_26	-481.39	970.78	611.01	420.7	0.4087,0.2808,0.2278,0.7787
sym_mig	Round_2_Replicate_27	-542.14	1092.28	770.11	220.12	0.5171,0.7282,0.1371,3.3031
sym_mig	Round_2_Replicate_28	-901.78	1811.56	1650.01	206.24	0.4784,1.2685,0.1974,1.8367
sym_mig	Round_2_Replicate_29	-831.62	1671.24	1587.15	162.77	0.6086,1.6557,0.0854,2.45
sym_mig	Round_2_Replicate_30	-473.89	955.78	531.26	261.38	0.631,0.4255,0.1941,2.9612
sym_mig	Round_3_Replicate_1	-424.03	856.06	327.31	598.33	0.1668,0.1459,0.1585,0.1955
sym_mig	Round_3_Replicate_2	-416.46	840.92	276.95	635.53	0.1447,0.1208,0.2961,0.1693
sym_mig	Round_3_Replicate_3	-432.94	873.88	378.8	557.36	0.2259,0.1841,0.2936,0.3249
sym_mig	Round_3_Replicate_4	-422.07	852.14	314.81	599.4	0.1683,0.1433,0.1805,0.1945
sym_mig	Round_3_Replicate_5	-425.72	859.44	329.63	620.28	0.1795,0.1471,0.4355,0.2698
sym_mig	Round_3_Replicate_6	-428.2	864.4	357.63	567.21	0.2126,0.1716,0.2533,0.2773
sym_mig	Round_3_Replicate_7	-435.03	878.06	363.61	539.21	0.2332,0.1992,0.2719,0.3206
sym_mig	Round_3_Replicate_8	-429.66	867.32	327.51	597.22	0.1891,0.1654,0.4274,0.2908
sym_mig	Round_3_Replicate_9	-433.86	875.72	410.22	582.53	0.2025,0.1707,0.2747,0.3041
sym_mig	Round_3_Replicate_10	-439.37	886.74	394.05	529.55	0.2521,0.2047,0.2779,0.3625
sym_mig	Round_3_Replicate_11	-438.53	885.06	399.76	534.12	0.2437,0.1902,0.1681,0.2936
sym_mig	Round_3_Replicate_12	-429.95	867.9	356.79	590.26	0.2005,0.1672,0.3799,0.3103
sym_mig	Round_3_Replicate_13	-440.11	888.22	370.72	595.39	0.2071,0.1712,0.4809,0.3801
sym_mig	Round_3_Replicate_14	-442.68	893.36	419.49	542.08	0.2461,0.2005,0.3323,0.4123
sym_mig	Round_3_Replicate_15	-454.74	917.48	422.29	490.68	0.2973,0.2204,0.1417,0.3258
sym_mig	Round_3_Replicate_16	-429.59	867.18	343.35	562.41	0.1974,0.1732,0.1572,0.2327
sym_mig	Round_3_Replicate_17	-420.23	848.46	293.33	642.25	0.1547,0.1319,0.4571,0.2174
sym_mig	Round_3_Replicate_18	-436.83	881.66	358.12	533.66	0.2382,0.2025,0.276,0.321
sym_mig	Round_3_Replicate_19	-423.51	855.02	312.83	625.22	0.169,0.1453,0.439,0.2499
sym_mig	Round_3_Replicate_20	-428.99	865.98	335.23	562.86	0.2008,0.1825,0.2594,0.2665
sym_mig	Round_3_Replicate_21	-438.47	884.94	405.29	543.81	0.2449,0.1922,0.2939,0.3626
sym_mig	Round_3_Replicate_22	-430.12	868.24	345.1	588.58	0.204,0.1656,0.3981,0.3075
sym_mig	Round_3_Replicate_23	-423.13	854.26	314.71	582.26	0.1848,0.1587,0.2222,0.222
sym_mig	Round_3_Replicate_24	-416.33	840.66	269.07	661.7	0.1233,0.1055,0.3106,0.1438
sym_mig	Round_3_Replicate_25	-415.8	839.6	267.6	657.91	0.1313,0.1123,0.384,0.1611
sym_mig	Round_3_Replicate_26	-418.37	844.74	278.4	668.95	0.1156,0.0998,0.2554,0.1328
sym_mig	Round_3_Replicate_27	-422.19	852.38	309.34	603.61	0.1795,0.1527,0.3639,0.2447
sym_mig	Round_3_Replicate_28	-454.96	917.92	490.72	499.72	0.2654,0.2422,0.1911,0.4084
sym_mig	Round_3_Replicate_29	-435.86	879.72	398.14	556.74	0.2322,0.184,0.3035,0.3457
sym_mig	Round_3_Replicate_30	-419.89	847.78	297.8	628.18	0.147,0.1204,0.1928,0.1633
sym_mig	Round_3_Replicate_31	-420.6	849.2	307.69	642.49	0.1594,0.1304,0.4362,0.2239
sym_mig	Round_3_Replicate_32	-435.98	879.96	403.62	548.48	0.2364,0.1836,0.2313,0.3151
sym_mig	Round_3_Replicate_33	-433.18	874.36	381.2	548.5	0.2244,0.1846,0.1901,0.2827
sym_mig	Round_3_Replicate_34	-419.42	846.84	280.69	662.06	0.1427,0.1176,0.5026,0.1929
sym_mig	Round_3_Replicate_35	-419.92	847.84	295.16	650.69	0.153,0.1244,0.4644,0.2103
sym_mig	Round_3_Replicate_36	-433.74	875.48	368.27	559.7	0.224,0.1857,0.335,0.336
sym_mig	Round_3_Replicate_37	-442.56	893.12	419.58	521.05	0.2534,0.205,0.1574,0.3144
sym_mig	Round_3_Replicate_38	-417.58	843.16	303.88	646.58	0.1437,0.1251,0.3342,0.1903
sym_mig	Round_3_Replicate_39	-420.22	848.44	301.01	620.98	0.1476,0.1295,0.1853,0.1706
sym_mig	Round_3_Replicate_40	-441.75	891.5	383.94	568.76	0.2279,0.1842,0.4279,0.403
sym_mig	Round_3_Replicate_41	-453.47	914.94	459.25	491.68	0.2907,0.229,0.1437,0.3587
sym_mig	Round_3_Replicate_42	-433.77	875.54	361.24	547.67	0.2343,0.188,0.2963,0.32
sym_mig	Round_3_Replicate_43	-423.25	854.5	301.18	590.32	0.1719,0.1474,0.1842,0.1921
sym_mig	Round_3_Replicate_44	-430.84	869.68	350.09	566.66	0.2183,0.1767,0.3374,0.3094
sym_mig	Round_3_Replicate_45	-417.52	843.04	274.41	679.17	0.1277,0.1062,0.4889,0.1668
sym_mig	Round_3_Replicate_46	-433.67	875.34	354.13	540.63	0.221,0.1947,0.1975,0.2749
sym_mig	Round_3_Replicate_47	-441.34	890.68	434.71	559.67	0.2233,0.1928,0.3104,0.3784
sym_mig	Round_3_Replicate_48	-444.99	897.98	416.01	509.97	0.277,0.215,0.2435,0.3794
sym_mig	Round_3_Replicate_49	-433.83	875.66	378.94	547.37	0.2183,0.1877,0.1685,0.2725
sym_mig	Round_3_Replicate_50	-420.06	848.12	293.04	612.51	0.1545,0.1329,0.1966,0.1746
