Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
sym_mig	Round_2_Replicate_5	-561.15	1130.3	575.06	549.87	0.3163,0.1594,0.7261,0.7546
sym_mig	Round_2_Replicate_6	-573.23	1154.46	707.67	267.66	0.8188,0.472,0.2013,1.4404
sym_mig	Round_2_Replicate_7	-835.51	1679.02	1518.59	356.27	0.2041,0.6645,0.2062,0.6622
sym_mig	Round_2_Replicate_8	-448.14	904.28	377.62	508.58	0.2457,0.2028,0.0957,0.2502
sym_mig	Round_2_Replicate_9	-571.43	1150.86	1075.63	299.14	0.6539,0.5047,0.0464,0.8976
sym_mig	Round_2_Replicate_10	-871.65	1751.3	2905.68	496.01	0.3742,0.1017,0.1679,1.0698
sym_mig	Round_2_Replicate_11	-945.93	1899.86	2046.36	339.78	1.032,0.2279,0.2969,0.4236
sym_mig	Round_2_Replicate_12	-603.36	1214.72	789.91	342.21	0.415,0.5451,0.0605,0.5078
sym_mig	Round_2_Replicate_13	-587.42	1182.84	680.99	459.27	0.4047,0.2114,0.4946,0.4661
sym_mig	Round_2_Replicate_14	-441.57	891.14	434.58	515.7	0.2424,0.2232,0.2028,0.3674
sym_mig	Round_2_Replicate_15	-512.29	1032.58	793.2	333.54	0.5819,0.3587,0.1416,1.1069
sym_mig	Round_2_Replicate_16	-693.86	1395.72	1016.78	330.94	0.3352,0.6719,0.0781,0.5304
sym_mig	Round_2_Replicate_17	-518.09	1044.18	580.71	426.36	0.4459,0.2422,0.1036,0.3836
sym_mig	Round_2_Replicate_18	-451.85	911.7	359.35	712.21	0.152,0.1221,0.7581,0.3493
sym_mig	Round_2_Replicate_19	-472.05	952.1	524.45	399.66	0.3805,0.3252,0.2531,0.9785
sym_mig	Round_2_Replicate_20	-512.51	1033.02	465.0	522.93	0.2579,0.1679,0.3857,0.2287
sym_mig	Round_2_Replicate_21	-883.55	1775.1	1863.91	346.49	0.8435,0.2493,0.4424,0.6182
sym_mig	Round_2_Replicate_22	-507.57	1023.14	785.3	365.61	0.4801,0.3682,0.1051,0.7575
sym_mig	Round_2_Replicate_23	-668.96	1345.92	906.2	562.15	0.1105,0.2582,0.4682,0.2687
sym_mig	Round_2_Replicate_24	-460.76	929.52	438.58	653.25	0.1851,0.1507,0.5823,0.6074
sym_mig	Round_2_Replicate_25	-472.84	953.68	448.97	499.91	0.2431,0.2486,0.4342,1.099
sym_mig	Round_2_Replicate_26	-519.44	1046.88	652.83	357.33	0.5331,0.3769,0.1009,0.6239
sym_mig	Round_2_Replicate_27	-1149.23	2306.46	4950.22	341.27	0.4304,0.5421,0.6355,0.5521
sym_mig	Round_2_Replicate_28	-471.72	951.44	363.49	621.93	0.1873,0.1713,0.7112,0.4566
sym_mig	Round_2_Replicate_29	-641.23	1290.46	1473.61	457.81	0.4218,0.1605,0.1826,0.9105
sym_mig	Round_2_Replicate_30	-535.92	1079.84	509.48	491.69	0.3204,0.2231,0.6164,1.004
sym_mig	Round_3_Replicate_1	-417.71	843.42	295.58	640.93	0.1298,0.1156,0.222,0.155
sym_mig	Round_3_Replicate_2	-419.66	847.32	323.1	605.97	0.1572,0.1403,0.1862,0.193
sym_mig	Round_3_Replicate_3	-425.06	858.12	363.29	572.1	0.193,0.1644,0.1785,0.2444
sym_mig	Round_3_Replicate_4	-425.17	858.34	337.43	571.86	0.204,0.1659,0.286,0.2727
sym_mig	Round_3_Replicate_5	-427.99	863.98	376.97	558.67	0.2036,0.1795,0.192,0.2731
sym_mig	Round_3_Replicate_6	-417.72	843.44	310.41	620.56	0.1527,0.129,0.232,0.1858
sym_mig	Round_3_Replicate_7	-426.81	861.62	370.19	566.08	0.2003,0.1759,0.226,0.2781
sym_mig	Round_3_Replicate_8	-421.19	850.38	323.16	587.42	0.1839,0.1564,0.2742,0.242
sym_mig	Round_3_Replicate_9	-433.45	874.9	319.45	607.8	0.181,0.1585,0.4913,0.2964
sym_mig	Round_3_Replicate_10	-418.31	844.62	314.94	608.67	0.163,0.1407,0.2533,0.2078
sym_mig	Round_3_Replicate_11	-426.46	860.92	341.58	560.47	0.2119,0.1726,0.2607,0.2765
sym_mig	Round_3_Replicate_12	-432.75	873.5	314.5	606.7	0.1794,0.1581,0.4854,0.2864
sym_mig	Round_3_Replicate_13	-450.9	909.8	434.8	522.33	0.2614,0.2154,0.3641,0.5519
sym_mig	Round_3_Replicate_14	-443.35	894.7	421.16	508.29	0.2699,0.22,0.2674,0.4247
sym_mig	Round_3_Replicate_15	-426.65	861.3	340.99	569.65	0.1923,0.1538,0.135,0.2106
sym_mig	Round_3_Replicate_16	-435.45	878.9	357.5	557.64	0.223,0.1861,0.3706,0.3566
sym_mig	Round_3_Replicate_17	-428.67	865.34	302.83	632.07	0.1597,0.1428,0.5094,0.2507
sym_mig	Round_3_Replicate_18	-426.93	861.86	311.75	638.51	0.1633,0.1356,0.4986,0.2526
sym_mig	Round_3_Replicate_19	-432.76	873.52	386.75	533.5	0.2246,0.1975,0.1651,0.2904
sym_mig	Round_3_Replicate_20	-424.68	857.36	348.41	565.15	0.1984,0.168,0.1881,0.2461
sym_mig	Round_3_Replicate_21	-435.49	878.98	368.47	563.24	0.2211,0.1828,0.373,0.3658
sym_mig	Round_3_Replicate_22	-433.8	875.6	338.7	570.46	0.2134,0.1743,0.3979,0.3263
sym_mig	Round_3_Replicate_23	-417.11	842.22	287.84	651.37	0.1334,0.1178,0.3595,0.1747
sym_mig	Round_3_Replicate_24	-440.89	889.78	395.93	528.06	0.2472,0.2101,0.3194,0.414
sym_mig	Round_3_Replicate_25	-417.03	842.06	293.95	640.87	0.133,0.1163,0.2454,0.1601
sym_mig	Round_3_Replicate_26	-433.03	874.06	405.94	543.72	0.2239,0.1924,0.2106,0.3186
sym_mig	Round_3_Replicate_27	-453.23	914.46	483.13	474.91	0.2994,0.2536,0.2122,0.4832
sym_mig	Round_3_Replicate_28	-419.29	846.58	297.33	631.74	0.1547,0.1318,0.3897,0.2117
sym_mig	Round_3_Replicate_29	-449.06	906.12	427.74	511.42	0.27,0.2221,0.3343,0.5119
sym_mig	Round_3_Replicate_30	-447.11	902.22	444.34	491.51	0.2662,0.2443,0.1849,0.3924
sym_mig	Round_3_Replicate_31	-425.08	858.16	275.54	695.21	0.1159,0.1014,0.6062,0.163
sym_mig	Round_3_Replicate_32	-421.38	850.76	319.88	581.33	0.1844,0.1542,0.2195,0.223
sym_mig	Round_3_Replicate_33	-422.4	852.8	281.94	635.77	0.151,0.1292,0.4583,0.2049
sym_mig	Round_3_Replicate_34	-437.59	883.18	401.27	515.02	0.2441,0.2146,0.1701,0.3223
sym_mig	Round_3_Replicate_35	-434.07	876.14	359.81	552.99	0.2304,0.1822,0.3365,0.3403
sym_mig	Round_3_Replicate_36	-434.96	877.92	308.44	632.63	0.168,0.1436,0.5703,0.2745
sym_mig	Round_3_Replicate_37	-417.0	842.0	293.47	637.7	0.1441,0.1246,0.3361,0.1874
sym_mig	Round_3_Replicate_38	-435.13	878.26	352.09	569.77	0.2079,0.1836,0.3943,0.3479
sym_mig	Round_3_Replicate_39	-419.62	847.24	304.81	595.48	0.1671,0.1434,0.2127,0.1971
sym_mig	Round_3_Replicate_40	-438.49	884.98	365.05	584.03	0.2058,0.1763,0.4416,0.3793
sym_mig	Round_3_Replicate_41	-432.32	872.64	362.99	535.14	0.2359,0.1934,0.2476,0.3156
sym_mig	Round_3_Replicate_42	-436.19	880.38	320.31	630.26	0.1726,0.1479,0.5624,0.2984
sym_mig	Round_3_Replicate_43	-420.85	849.7	324.62	586.46	0.1824,0.1557,0.2494,0.2346
sym_mig	Round_3_Replicate_44	-416.58	841.16	287.84	640.93	0.1382,0.1204,0.3174,0.1742
sym_mig	Round_3_Replicate_45	-421.72	851.44	323.15	580.37	0.1864,0.1606,0.2535,0.2408
sym_mig	Round_3_Replicate_46	-438.06	884.12	320.31	631.09	0.1748,0.1467,0.5808,0.3024
sym_mig	Round_3_Replicate_47	-416.93	841.86	281.61	656.89	0.1276,0.1109,0.3485,0.1602
sym_mig	Round_3_Replicate_48	-422.2	852.4	338.43	581.23	0.1807,0.1603,0.2018,0.231
sym_mig	Round_3_Replicate_49	-433.7	875.4	384.51	537.7	0.2284,0.2012,0.2569,0.3405
sym_mig	Round_3_Replicate_50	-436.58	881.16	386.95	561.73	0.2164,0.1895,0.3526,0.3767
