Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T)
sym_mig	Round_3_Replicate_26	-595.32	1198.64	780.38	657.45	0.109,0.1038,0.1755,0.1263
sym_mig	Round_3_Replicate_27	-594.45	1196.9	781.63	652.75	0.1145,0.1069,0.1823,0.1329
sym_mig	Round_3_Replicate_28	-591.96	1191.92	756.28	631.76	0.1322,0.1231,0.2226,0.1581
sym_mig	Round_3_Replicate_29	-595.35	1198.7	784.28	635.78	0.1248,0.1156,0.14,0.142
sym_mig	Round_3_Replicate_30	-592.74	1193.48	749.22	616.79	0.14,0.1316,0.1922,0.1646
sym_mig	Round_3_Replicate_31	-595.33	1198.66	778.09	638.65	0.1212,0.1131,0.146,0.137
sym_mig	Round_3_Replicate_32	-594.54	1197.08	760.6	635.76	0.122,0.1155,0.1721,0.1386
sym_mig	Round_3_Replicate_33	-600.98	1209.96	799.42	655.27	0.1032,0.0954,0.0896,0.109
sym_mig	Round_3_Replicate_34	-602.34	1212.68	806.5	587.72	0.1596,0.1467,0.0654,0.177
sym_mig	Round_3_Replicate_35	-592.21	1192.42	740.9	582.12	0.1791,0.162,0.2292,0.2297
sym_mig	Round_3_Replicate_36	-595.48	1198.96	781.22	628.26	0.1295,0.1213,0.1322,0.1485
sym_mig	Round_3_Replicate_37	-601.3	1210.6	797.83	653.05	0.1033,0.1,0.0749,0.1129
sym_mig	Round_3_Replicate_38	-592.76	1193.52	780.62	647.9	0.1253,0.1114,0.2375,0.1476
sym_mig	Round_3_Replicate_39	-593.75	1195.5	755.25	644.49	0.1175,0.1148,0.2104,0.1402
sym_mig	Round_3_Replicate_40	-602.93	1213.86	806.32	598.25	0.1505,0.1332,0.0619,0.1579
sym_mig	Round_3_Replicate_41	-598.83	1205.66	784.36	643.94	0.1115,0.106,0.1032,0.1217
sym_mig	Round_3_Replicate_42	-600.59	1209.18	809.16	597.14	0.1538,0.1422,0.0778,0.1755
sym_mig	Round_3_Replicate_43	-596.92	1201.84	785.83	623.37	0.1321,0.121,0.1132,0.146
sym_mig	Round_3_Replicate_44	-596.52	1201.04	773.49	676.72	0.0957,0.0904,0.2521,0.1087
sym_mig	Round_3_Replicate_45	-599.37	1206.74	809.36	638.56	0.1201,0.1105,0.0869,0.1323
sym_mig	Round_3_Replicate_46	-593.47	1194.94	781.12	659.43	0.1152,0.104,0.2474,0.1348
sym_mig	Round_3_Replicate_47	-601.85	1211.7	809.35	649.91	0.1068,0.1027,0.0631,0.1175
sym_mig	Round_3_Replicate_48	-597.77	1203.54	783.63	604.86	0.1453,0.1411,0.1074,0.1726
sym_mig	Round_3_Replicate_49	-597.11	1202.22	777.06	574.4	0.1793,0.159,0.1232,0.2065
sym_mig	Round_3_Replicate_50	-592.01	1192.02	763.81	607.02	0.1575,0.1446,0.2102,0.2011
