Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T)
sym_mig	Round_3_Replicate_29	-637.05	1282.1	776.35	208.53	0.8038,0.6625,0.1169,2.8115
sym_mig	Round_3_Replicate_30	-639.36	1286.72	762.59	235.93	0.7512,0.6225,0.1151,1.982
sym_mig	Round_3_Replicate_31	-637.37	1282.74	783.2	186.02	0.9113,0.7453,0.0989,3.2325
sym_mig	Round_3_Replicate_32	-708.96	1425.92	941.49	287.48	0.8366,0.4571,0.0909,0.9027
sym_mig	Round_3_Replicate_33	-683.17	1374.34	861.57	314.7	0.4293,0.5939,0.0966,0.9433
sym_mig	Round_3_Replicate_34	-648.68	1305.36	853.85	333.35	0.4215,0.3484,0.2529,2.339
sym_mig	Round_3_Replicate_35	-633.55	1275.1	774.1	300.4	0.5564,0.4656,0.1512,1.467
sym_mig	Round_3_Replicate_36	-647.7	1303.4	861.29	383.44	0.3779,0.2979,0.2834,1.7213
sym_mig	Round_3_Replicate_37	-662.7	1333.4	752.03	288.58	0.5867,0.5831,0.1388,1.0909
sym_mig	Round_3_Replicate_38	-745.44	1498.88	1035.15	259.64	1.0356,0.4622,0.1106,1.123
sym_mig	Round_3_Replicate_39	-637.98	1283.96	776.84	293.24	0.5136,0.479,0.1731,1.8098
sym_mig	Round_3_Replicate_40	-644.21	1296.42	813.38	324.1	0.5953,0.4221,0.1128,0.9355
sym_mig	Round_3_Replicate_41	-655.07	1318.14	799.22	280.71	0.6281,0.5858,0.0862,1.132
sym_mig	Round_3_Replicate_42	-631.21	1270.42	778.92	340.31	0.4969,0.4197,0.1336,0.981
sym_mig	Round_3_Replicate_43	-631.69	1271.38	742.23	354.2	0.4407,0.4304,0.1481,0.8591
sym_mig	Round_3_Replicate_44	-624.86	1257.72	787.62	416.0	0.3785,0.3027,0.2192,0.8172
sym_mig	Round_3_Replicate_45	-651.91	1311.82	761.77	231.29	0.822,0.6659,0.1065,1.7463
sym_mig	Round_3_Replicate_46	-634.32	1276.64	763.47	291.52	0.5681,0.4886,0.1522,1.5424
sym_mig	Round_3_Replicate_47	-651.76	1311.52	801.43	301.69	0.5708,0.5381,0.0883,0.9915
sym_mig	Round_3_Replicate_48	-635.49	1278.98	766.57	281.48	0.5908,0.492,0.1603,1.7353
sym_mig	Round_3_Replicate_49	-626.77	1261.54	764.47	370.66	0.4318,0.3684,0.1845,0.9617
sym_mig	Round_3_Replicate_50	-630.95	1269.9	786.4	344.98	0.4789,0.4105,0.1397,1.0117
