Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T)
sym_mig	Round_3_Replicate_10	-636.6	1281.2	778.37	225.97	0.7395,0.6168,0.1214,2.4607
sym_mig	Round_3_Replicate_11	-705.75	1419.5	876.33	172.35	1.1854,1.055,0.0493,2.0774
sym_mig	Round_3_Replicate_12	-651.79	1311.58	870.72	196.07	0.7885,0.5591,0.1571,4.9096
sym_mig	Round_3_Replicate_13	-650.37	1308.74	800.56	131.07	1.0159,1.0556,0.0923,6.7413
sym_mig	Round_3_Replicate_14	-638.56	1285.12	783.66	129.07	1.3171,1.0357,0.0769,5.4441
sym_mig	Round_3_Replicate_15	-643.9	1295.8	839.69	197.39	0.7888,0.5971,0.1385,4.1571
sym_mig	Round_3_Replicate_16	-645.91	1299.82	781.95	122.4	1.2348,1.2767,0.061,5.3687
sym_mig	Round_3_Replicate_17	-644.42	1296.84	794.13	164.73	1.0226,0.9354,0.0694,3.349
sym_mig	Round_3_Replicate_18	-675.15	1358.3	972.34	194.07	1.0932,0.658,0.0623,2.5031
sym_mig	Round_3_Replicate_19	-643.41	1294.82	856.24	137.08	1.204,0.8873,0.0775,5.6447
sym_mig	Round_3_Replicate_20	-643.34	1294.68	829.49	216.49	0.7393,0.5501,0.1523,3.5114
sym_mig	Round_3_Replicate_21	-648.34	1304.68	844.15	295.68	0.4724,0.3988,0.2269,2.823
sym_mig	Round_3_Replicate_22	-639.86	1287.72	767.32	189.99	0.8534,0.7916,0.0962,2.9755
sym_mig	Round_3_Replicate_23	-726.59	1461.18	877.2	208.79	0.7481,1.0209,0.0736,1.5639
sym_mig	Round_3_Replicate_24	-649.43	1306.86	774.77	142.98	1.1559,1.1491,0.0618,3.8395
sym_mig	Round_3_Replicate_25	-637.39	1282.78	773.37	213.72	0.7643,0.6717,0.1131,2.6434
sym_mig	Round_3_Replicate_26	-744.02	1496.04	937.03	188.99	0.8053,1.1814,0.0562,1.7765
sym_mig	Round_3_Replicate_27	-637.62	1283.24	794.04	230.69	0.7386,0.607,0.1112,2.2887
sym_mig	Round_3_Replicate_28	-637.34	1282.68	777.4	207.97	0.8209,0.6784,0.1076,2.673
sym_mig	Round_3_Replicate_29	-656.8	1321.6	872.64	188.67	1.0862,0.6922,0.0754,2.6859
sym_mig	Round_3_Replicate_30	-640.35	1288.7	761.24	248.68	0.6836,0.6194,0.1125,1.7674
sym_mig	Round_3_Replicate_31	-662.57	1333.14	895.54	127.28	1.2523,0.8248,0.114,8.9219
sym_mig	Round_3_Replicate_32	-694.24	1396.48	901.98	225.55	1.0593,0.6076,0.0792,1.5431
sym_mig	Round_3_Replicate_33	-650.67	1309.34	862.49	155.39	1.2551,0.7861,0.0786,4.0139
sym_mig	Round_3_Replicate_34	-695.88	1399.76	836.65	170.07	0.7209,1.075,0.1068,3.5605
sym_mig	Round_3_Replicate_35	-647.99	1303.98	855.28	273.47	0.5333,0.4186,0.2079,3.1016
sym_mig	Round_3_Replicate_36	-656.87	1321.74	784.87	155.04	0.9363,1.0905,0.0755,3.765
sym_mig	Round_3_Replicate_37	-638.38	1284.76	790.62	159.79	1.0912,0.8601,0.0824,3.8771
sym_mig	Round_3_Replicate_38	-663.54	1335.08	870.81	179.42	1.2008,0.7333,0.0717,2.7132
sym_mig	Round_3_Replicate_39	-638.6	1285.2	782.08	127.43	1.2932,1.1289,0.065,5.184
sym_mig	Round_3_Replicate_40	-641.18	1290.36	777.48	166.69	1.0171,0.906,0.0767,3.3722
sym_mig	Round_3_Replicate_41	-646.21	1300.42	750.36	180.3	0.8983,0.8874,0.0936,2.9848
sym_mig	Round_3_Replicate_42	-652.6	1313.2	855.79	285.44	0.4703,0.4042,0.2332,3.4416
sym_mig	Round_3_Replicate_43	-633.24	1274.48	777.2	307.03	0.5534,0.4479,0.1548,1.4035
sym_mig	Round_3_Replicate_44	-644.76	1297.52	772.23	192.88	0.8122,0.821,0.0921,2.8133
sym_mig	Round_3_Replicate_45	-637.44	1282.88	774.06	191.31	0.8701,0.7428,0.1021,3.0825
sym_mig	Round_3_Replicate_46	-634.33	1276.66	780.87	302.2	0.5341,0.4532,0.1647,1.5945
sym_mig	Round_3_Replicate_47	-643.3	1294.6	801.41	151.35	1.2403,0.9183,0.07,3.7914
sym_mig	Round_3_Replicate_48	-666.89	1341.78	771.01	264.75	0.6228,0.675,0.1027,1.2365
sym_mig	Round_3_Replicate_49	-641.83	1291.66	761.24	170.55	1.0071,0.8957,0.0827,3.1986
sym_mig	Round_3_Replicate_50	-637.6	1283.2	806.01	295.36	0.5384,0.4322,0.1816,1.9299
