Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T)
sym_mig	Round_3_Replicate_7	-667.22	1342.44	902.25	968.44	0.129,0.1076,0.9677,4.6728
sym_mig	Round_3_Replicate_8	-668.08	1344.16	924.48	713.48	0.1811,0.1402,0.7099,4.0837
sym_mig	Round_3_Replicate_9	-667.52	1343.04	917.71	1461.61	0.0868,0.0695,1.4439,5.0532
sym_mig	Round_3_Replicate_10	-671.36	1350.72	960.99	1351.25	0.0989,0.0705,1.3254,4.5436
sym_mig	Round_3_Replicate_11	-667.22	1342.44	908.46	540.29	0.2349,0.1902,0.5402,7.6651
sym_mig	Round_3_Replicate_12	-669.01	1346.02	937.09	1198.65	0.1096,0.0819,1.1877,6.3193
sym_mig	Round_3_Replicate_13	-667.22	1342.44	905.81	1302.44	0.0973,0.0792,1.3067,4.3785
sym_mig	Round_3_Replicate_14	-667.16	1342.32	904.38	844.81	0.1491,0.1226,0.8455,11.9862
sym_mig	Round_3_Replicate_15	-667.4	1342.8	901.34	896.21	0.1429,0.1154,0.9111,8.7157
sym_mig	Round_3_Replicate_16	-668.09	1344.18	916.93	683.88	0.1915,0.1472,0.6924,14.0602
sym_mig	Round_3_Replicate_17	-667.17	1342.34	903.96	939.66	0.1343,0.1102,0.9421,10.7762
sym_mig	Round_3_Replicate_18	-668.25	1344.5	921.44	618.72	0.212,0.1617,0.6237,13.2276
sym_mig	Round_3_Replicate_19	-667.17	1342.34	904.85	1423.06	0.0886,0.0727,1.4238,6.4404
sym_mig	Round_3_Replicate_20	-668.05	1344.1	927.36	1521.71	0.084,0.0658,1.4948,3.9971
sym_mig	Round_3_Replicate_21	-667.15	1342.3	901.81	632.63	0.1984,0.1646,0.6338,5.1385
sym_mig	Round_3_Replicate_22	-667.22	1342.44	905.1	499.9	0.2625,0.2049,0.5075,4.1305
sym_mig	Round_3_Replicate_23	-667.22	1342.44	905.72	1523.88	0.082,0.0681,1.5151,4.2541
sym_mig	Round_3_Replicate_24	-667.8	1343.6	889.01	547.34	0.232,0.1932,0.5642,7.9627
sym_mig	Round_3_Replicate_25	-667.78	1343.56	891.17	571.25	0.2131,0.1876,0.5719,10.3702
sym_mig	Round_3_Replicate_26	-667.23	1342.46	908.15	1434.82	0.0879,0.0718,1.4305,4.0962
sym_mig	Round_3_Replicate_27	-667.16	1342.32	901.47	556.5	0.2261,0.187,0.5588,11.3598
sym_mig	Round_3_Replicate_28	-668.08	1344.16	909.0	1281.11	0.0947,0.0817,1.2486,4.4913
sym_mig	Round_3_Replicate_29	-667.56	1343.12	888.66	891.17	0.1392,0.1197,0.9049,6.7044
sym_mig	Round_3_Replicate_30	-667.53	1343.06	889.1	659.68	0.1883,0.1615,0.6699,7.8064
sym_mig	Round_3_Replicate_31	-667.2	1342.4	904.98	1683.55	0.0754,0.0613,1.6913,8.6187
sym_mig	Round_3_Replicate_32	-667.18	1342.36	905.74	1379.1	0.0911,0.0751,1.3749,6.536
sym_mig	Round_3_Replicate_33	-672.54	1353.08	902.68	1139.13	0.0995,0.0967,1.0986,3.9343
sym_mig	Round_3_Replicate_34	-667.26	1342.52	909.68	1062.27	0.1184,0.0969,1.0546,5.6987
sym_mig	Round_3_Replicate_35	-667.23	1342.46	905.29	1257.59	0.1012,0.082,1.2652,9.0268
sym_mig	Round_3_Replicate_36	-667.16	1342.32	903.09	1555.45	0.081,0.0667,1.5593,4.9278
sym_mig	Round_3_Replicate_37	-667.9	1343.8	909.28	1268.28	0.0963,0.0822,1.2422,3.364
sym_mig	Round_3_Replicate_38	-667.19	1342.38	898.41	1398.42	0.0894,0.0749,1.4051,4.5422
sym_mig	Round_3_Replicate_39	-667.22	1342.44	896.45	1526.92	0.0819,0.0688,1.5385,8.0917
sym_mig	Round_3_Replicate_40	-667.21	1342.42	898.69	659.09	0.1915,0.1583,0.6659,7.2662
sym_mig	Round_3_Replicate_41	-667.73	1343.46	898.59	801.69	0.1585,0.1298,0.8194,3.3678
sym_mig	Round_3_Replicate_42	-667.18	1342.36	904.89	1148.03	0.1091,0.0904,1.1442,11.2432
sym_mig	Round_3_Replicate_43	-667.24	1342.48	903.88	806.82	0.1542,0.1291,0.8017,13.6221
sym_mig	Round_3_Replicate_44	-668.56	1345.12	893.77	567.92	0.2101,0.19,0.5614,14.9038
sym_mig	Round_3_Replicate_45	-667.32	1342.64	909.13	1198.02	0.1043,0.0862,1.1857,4.2642
sym_mig	Round_3_Replicate_46	-667.2	1342.4	907.51	502.83	0.2504,0.2052,0.5009,14.1271
sym_mig	Round_3_Replicate_47	-667.6	1343.2	888.06	637.45	0.1961,0.167,0.651,12.5524
sym_mig	Round_3_Replicate_48	-669.39	1346.78	874.48	1206.61	0.1009,0.0914,1.2472,6.3016
sym_mig	Round_3_Replicate_49	-667.24	1342.48	900.04	835.55	0.1517,0.1244,0.8452,6.053
sym_mig	Round_3_Replicate_50	-667.16	1342.32	902.08	668.59	0.1876,0.1557,0.6696,6.2562
